Feature,Importance_Score
Aged,0.5247928467834112
tear_characteristics_Full,0.48296806882805915
InsuranceType,0.4699085348379242
tear_characteristics_Tear_AntPost,0.4089162049859797
Tear_Area_cm2,0.3761378543358874
Pre-Op_ROM_Pre-Op_IR,0.30817852844607474
PREOP_Strength_Add,0.27503125184896954
ER_IR_Ratio,0.2625730134041587
PREOP_Strength_ER,0.2474837099631451
ROM_Deficit_Score,0.24408580810981306
tear_characteristics_Tear_Thickness,0.2112271337564197
PREOP_Strength_LO,0.20178561307761764
Gender,0.20111046379828912
PREOP_Strength_SS,0.1842468467880732
tear_characteristics_Tear_MedLat,0.17394342858995113
PREOP_Strength_IR,0.16385510281170948
Pre-Op_ROM_Pre-Op_ER,0.15650990695234157
Tear_AP_ML_Ratio,0.14011077705365688
Pre-Op_ROM_Pre-Op_Abd,0.13822913950930524
Pain_Frequency_Mean,0.13816602859586752
Log_Tear_Area,0.12973261452027976
PREOP_DIFFICULTY_Overhead,0.11807689448514798
PREOP_LOP_Overhead,0.09664253592777035
PREOP_LOP_Sleep,0.08390326751865404
Pre-Op_ROM_Pre-Op_FF,0.07881985145442115
PREOP_DIFFICULTY_Behind_Back,0.07479268292935277
PREOP_FOP_Extreme_Pain,0.07439876379142951
PREOP_FOP_Activity_Pain,0.07418309776115406
PREOP_FOP_Sleep_Pain,0.0528472041577447
