Feature,Importance_Score
Aged,0.3071923899914438
tear_characteristics_Full,0.29894657586400003
InsuranceType,0.2717187900307848
tear_characteristics_Tear_AntPost,0.2703590867060825
Tear_Area_cm2,0.2159548891185768
Pre-Op_ROM_Pre-Op_IR,0.18023753235894419
ER_IR_Ratio,0.15315015906441767
PREOP_Strength_ER,0.14077302070854508
ROM_Deficit_Score,0.13140977266617565
PREOP_Strength_Add,0.12391284734694542
Gender,0.10859322802222768
tear_characteristics_Tear_Thickness,0.10770639670061474
PREOP_Strength_LO,0.09930489586834534
PREOP_Strength_SS,0.09188519827060389
tear_characteristics_Tear_MedLat,0.09088633330154793
PREOP_Strength_IR,0.08730594859785058
Log_Tear_Area,0.08446727816724138
Tear_AP_ML_Ratio,0.07942116263902094
Pre-Op_ROM_Pre-Op_ER,0.07662119124451426
Pain_Frequency_Mean,0.0736160363432162
PREOP_DIFFICULTY_Overhead,0.06998548711845178
Pre-Op_ROM_Pre-Op_Abd,0.06832755894784937
PREOP_LOP_Overhead,0.06436425505038555
PREOP_LOP_Sleep,0.05081337644311022
PREOP_FOP_Extreme_Pain,0.045881306503060604
PREOP_DIFFICULTY_Behind_Back,0.044782085209746254
Pre-Op_ROM_Pre-Op_FF,0.040012519995950374
PREOP_FOP_Sleep_Pain,0.03259358792281204
PREOP_FOP_Activity_Pain,0.02926300137591097
