Feature,Importance_Score
tear_characteristics_Full,0.20917716742620407
Aged,0.1938323077981045
InsuranceType,0.18444030340626583
tear_characteristics_Tear_AntPost,0.16544975929177422
Pre-Op_ROM_Pre-Op_IR,0.1443121459526369
Tear_Area_cm2,0.13587020044174086
ER_IR_Ratio,0.09046478541454081
ROM_Deficit_Score,0.08918547584613909
PREOP_Strength_ER,0.08568476079822561
Gender,0.07620502365081658
PREOP_Strength_Add,0.06858751548392678
PREOP_Strength_LO,0.0684057885833111
tear_characteristics_Tear_Thickness,0.0679333707654663
Log_Tear_Area,0.060811710965391376
Pre-Op_ROM_Pre-Op_ER,0.053517176364335
Tear_AP_ML_Ratio,0.052765473716329094
PREOP_Strength_SS,0.050909454241763095
tear_characteristics_Tear_MedLat,0.04728592987140647
Pain_Frequency_Mean,0.04339337759589011
PREOP_Strength_IR,0.04324601158903165
PREOP_LOP_Overhead,0.04027100854385121
PREOP_DIFFICULTY_Overhead,0.038804280422902446
Pre-Op_ROM_Pre-Op_Abd,0.03855943452975252
PREOP_FOP_Extreme_Pain,0.03229660514944074
Pre-Op_ROM_Pre-Op_FF,0.0247914582975092
PREOP_DIFFICULTY_Behind_Back,0.024067596704494845
PREOP_FOP_Sleep_Pain,0.02093222343233078
PREOP_LOP_Sleep,0.01978685601905799
PREOP_FOP_Activity_Pain,0.01707582342516844
