Feature,Importance_Score
Aged,0.5605160355647659
tear_characteristics_Full,0.4449207103957974
InsuranceType,0.43673547800152035
Tear_Area_cm2,0.4166263207459846
tear_characteristics_Tear_AntPost,0.3734881252945939
PREOP_Strength_Add,0.29857308917431125
Pre-Op_ROM_Pre-Op_IR,0.28122676031766863
ER_IR_Ratio,0.2656189348568583
ROM_Deficit_Score,0.24301467084163692
PREOP_Strength_ER,0.24282193671303165
PREOP_Strength_LO,0.23316736156206969
PREOP_Strength_SS,0.2327811396524495
tear_characteristics_Tear_Thickness,0.22929784645078888
PREOP_Strength_IR,0.21427210296412702
tear_characteristics_Tear_MedLat,0.18876950492799763
Gender,0.1734001132032694
Log_Tear_Area,0.17041005246279625
Pre-Op_ROM_Pre-Op_ER,0.16814689204012545
Tear_AP_ML_Ratio,0.14754882386766915
Pre-Op_ROM_Pre-Op_Abd,0.14102408883536915
PREOP_LOP_Sleep,0.13471455612457237
Pain_Frequency_Mean,0.13207597198356166
PREOP_DIFFICULTY_Overhead,0.11588420962440568
PREOP_LOP_Overhead,0.09709983557876724
PREOP_FOP_Extreme_Pain,0.09461629401429483
Pre-Op_ROM_Pre-Op_FF,0.09136195107637671
PREOP_DIFFICULTY_Behind_Back,0.07424984331779971
PREOP_FOP_Sleep_Pain,0.05906722974960769
PREOP_FOP_Activity_Pain,0.05622924050449391
