Feature,Importance_Score
Aged,0.23791406689093683
tear_characteristics_Tear_AntPost,0.18440563641038196
InsuranceType,0.16572188962744644
tear_characteristics_Full,0.16292395379647387
Tear_Area_cm2,0.15419110841176367
PREOP_Strength_Add,0.1179065881753769
ER_IR_Ratio,0.1150734723315414
PREOP_Strength_LO,0.10621775175262252
ROM_Deficit_Score,0.09952168472914086
PREOP_Strength_IR,0.09385617061171572
PREOP_Strength_ER,0.08962612676563575
PREOP_Strength_SS,0.08929187001103474
tear_characteristics_Tear_Thickness,0.08790077784229891
Pre-Op_ROM_Pre-Op_IR,0.08685460683630224
tear_characteristics_Tear_MedLat,0.07936204731301556
Log_Tear_Area,0.07212338642373078
Tear_AP_ML_Ratio,0.06617898154067774
Pre-Op_ROM_Pre-Op_ER,0.05960787376223973
Gender,0.058065577641438694
Pre-Op_ROM_Pre-Op_Abd,0.05609582401786359
Pain_Frequency_Mean,0.0529792860182913
PREOP_DIFFICULTY_Overhead,0.04510926046550521
PREOP_LOP_Sleep,0.04169959521691494
Pre-Op_ROM_Pre-Op_FF,0.041679303989001174
PREOP_LOP_Overhead,0.03975728626749366
PREOP_DIFFICULTY_Behind_Back,0.03514743000566489
PREOP_FOP_Extreme_Pain,0.03438800345169477
PREOP_FOP_Activity_Pain,0.02575727229417226
PREOP_FOP_Sleep_Pain,0.023392770489607993
