Feature,Coefficient,Abs_Coefficient,Odds_Ratio
tear_characteristics_Tear_MedLat,1.193157004918983,1.193157004918983,3.297474936818821
tear_characteristics_Full_3.0,0.7155141246758847,0.7155141246758847,2.045237919284313
Tear_Area_cm2,-0.7024562866245712,0.7024562866245712,0.49536704476094356
Tear_AP_ML_Ratio,0.47826137444285133,0.47826137444285133,1.6132670950701073
InsuranceType_5.0,0.44971707915514164,0.44971707915514164,1.56786854004288
Aged,0.39837669215686056,0.39837669215686056,1.4894049714206337
tear_characteristics_Full_nan,0.36971501341647084,0.36971501341647084,1.4473220885066367
Gender_M,0.3135508857504061,0.3135508857504061,1.3682750866949045
Pre-Op_ROM_Pre-Op_IR,0.3017782940845636,0.3017782940845636,1.3522613891236421
tear_characteristics_Tear_AntPost,0.25748018484941526,0.25748018484941526,1.2936661765362472
ROM_Deficit_Score,0.25433252770675036,0.25433252770675036,1.2896005608942627
Gender_m,-0.23793907745356643,0.23793907745356643,0.7882507118715768
InsuranceType_4.0,0.23443537267917586,0.23443537267917586,1.264194768274767
InsuranceType_1.0,0.229388376636946,0.229388376636946,1.2578304561211988
PREOP_Strength_Add,-0.20345628016629547,0.20345628016629547,0.8159058748120793
InsuranceType_nan,0.2011893972921698,0.2011893972921698,1.2228563555744256
PREOP_Strength_ER,-0.19611744254752986,0.19611744254752986,0.8219157011359287
Gender_f,-0.18403884044523786,0.18403884044523786,0.8319034916971546
PREOP_Strength_SS,0.17759770474495215,0.17759770474495215,1.1943447453506373
tear_characteristics_Full_2.0,0.12913764371678776,0.12913764371678776,1.1378467308406897
InsuranceType_3.0,0.12523185156514632,0.12523185156514632,1.1334112057678485
InsuranceType_6.0,0.12262491410005254,0.12262491410005254,1.13046032168852
PREOP_FOP_Activity_Pain,0.11181033760932803,0.11181033760932803,1.1183007409380992
Pre-Op_ROM_Pre-Op_ER,0.10095157050400638,0.10095157050400638,1.106223066640552
Gender_F ,-0.09343706310945281,0.09343706310945281,0.9107953382488974
PREOP_DIFFICULTY_Overhead,-0.09015989064962647,0.09015989064962647,0.9137850679020131
PREOP_Strength_LO,0.08534101172136566,0.08534101172136566,1.0890883952894963
Log_Tear_Area,-0.07998815780014826,0.07998815780014826,0.9231272781796243
Pre-Op_ROM_Pre-Op_FF,0.07468585581755871,0.07468585581755871,1.07754559303006
Pain_Frequency_Mean,-0.06229902664683262,0.06229902664683262,0.939601878779572
PREOP_LOP_Overhead,-0.06025968834836662,0.06025968834836662,0.9415200000605997
Pre-Op_ROM_Pre-Op_Abd,0.049049432953114085,0.049049432953114085,1.050272267516575
PREOP_FOP_Sleep_Pain,-0.04896590087776638,0.04896590087776638,0.9522135987928156
InsuranceType_2.0,0.03304489450280357,0.03304489450280357,1.0335969410204717
PREOP_FOP_Extreme_Pain,0.026574345329735353,0.026574345329735353,1.026930591917184
PREOP_DIFFICULTY_Behind_Back,0.018023608877469805,0.018023608877469805,1.0181870143585012
ER_IR_Ratio,-0.01763895541035471,0.01763895541035471,0.9825157003068135
tear_characteristics_Tear_Thickness,-0.010481158827927065,0.010481158827927065,0.9895735771183014
PREOP_LOP_Sleep,-0.008418353525619867,0.008418353525619867,0.9916169815884066
PREOP_Strength_IR,-0.0004250455967067403,0.0004250455967067403,0.9995750447223759
