Feature,Importance_Score
tear_characteristics_Tear_AntPost,0.1534337361638914
Aged,0.14754339531954003
tear_characteristics_Full,0.14565588457487147
InsuranceType,0.1371429369712163
Tear_Area_cm2,0.09901876488790833
Pre-Op_ROM_Pre-Op_IR,0.08471827872490698
ER_IR_Ratio,0.07086391076181535
PREOP_Strength_ER,0.06045669580165127
ROM_Deficit_Score,0.057679811976528515
tear_characteristics_Tear_Thickness,0.05643844526895293
Log_Tear_Area,0.05330883904283773
PREOP_Strength_Add,0.05190648681533793
tear_characteristics_Tear_MedLat,0.051208132489019474
Gender,0.04643522291031637
PREOP_Strength_LO,0.04447655410702735
Tear_AP_ML_Ratio,0.038248721353092534
PREOP_Strength_SS,0.0372627468887587
Pre-Op_ROM_Pre-Op_ER,0.035786460846180826
Pain_Frequency_Mean,0.035489652267014754
PREOP_Strength_IR,0.03325147576323637
Pre-Op_ROM_Pre-Op_Abd,0.03137753183926681
PREOP_LOP_Overhead,0.0284600300303191
PREOP_FOP_Extreme_Pain,0.02527815884034053
PREOP_DIFFICULTY_Overhead,0.024662954060530515
PREOP_LOP_Sleep,0.022424253574092962
Pre-Op_ROM_Pre-Op_FF,0.020127815662777264
PREOP_DIFFICULTY_Behind_Back,0.018264888827348925
PREOP_FOP_Sleep_Pain,0.01431935526050824
PREOP_FOP_Activity_Pain,0.009924638422145537
