Feature,Importance_Score
Aged,0.2501985906708292
tear_characteristics_Tear_AntPost,0.23265444361282436
InsuranceType,0.22996355576555175
tear_characteristics_Full,0.22876273166234662
Pre-Op_ROM_Pre-Op_IR,0.16330267850646715
Tear_Area_cm2,0.1287987681675006
ER_IR_Ratio,0.12222852361347054
PREOP_Strength_ER,0.11685353707315871
PREOP_Strength_Add,0.1074667359559491
PREOP_Strength_LO,0.10311157187601014
ROM_Deficit_Score,0.10112122759253615
PREOP_Strength_SS,0.08642995097833223
tear_characteristics_Tear_MedLat,0.08587083183399141
Gender,0.07719243986413821
Log_Tear_Area,0.07568398894122544
Tear_AP_ML_Ratio,0.06986442862504848
PREOP_Strength_IR,0.06600918373901878
Pre-Op_ROM_Pre-Op_ER,0.06509911844736169
tear_characteristics_Tear_Thickness,0.06447331189704696
Pre-Op_ROM_Pre-Op_Abd,0.06213720130934786
PREOP_DIFFICULTY_Overhead,0.056181948541402904
Pain_Frequency_Mean,0.04666501408788844
PREOP_LOP_Overhead,0.04524302719896385
PREOP_LOP_Sleep,0.03882517453264579
PREOP_DIFFICULTY_Behind_Back,0.035955700050119485
Pre-Op_ROM_Pre-Op_FF,0.035920405481345945
PREOP_FOP_Activity_Pain,0.029907356547908458
PREOP_FOP_Sleep_Pain,0.02794400722521506
PREOP_FOP_Extreme_Pain,0.027880101505721663
