Feature,Importance_Score
Aged,0.49204471568823427
InsuranceType,0.38538016314737894
tear_characteristics_Tear_AntPost,0.36079192606112587
tear_characteristics_Full,0.3486243125507864
Tear_Area_cm2,0.34832451322047114
Pre-Op_ROM_Pre-Op_IR,0.30403904715038355
ER_IR_Ratio,0.28890567066977785
PREOP_Strength_Add,0.25639984830181173
PREOP_Strength_ER,0.2475278850835984
PREOP_Strength_LO,0.2372382438201675
ROM_Deficit_Score,0.23582551643073
PREOP_Strength_SS,0.20025755369271145
PREOP_Strength_IR,0.19659843557452644
Pre-Op_ROM_Pre-Op_Abd,0.17351619497753307
Gender,0.1717074511433202
tear_characteristics_Tear_MedLat,0.15760982638326437
Tear_AP_ML_Ratio,0.1534792581611179
PREOP_DIFFICULTY_Overhead,0.1388477543595425
tear_characteristics_Tear_Thickness,0.13761495374023544
PREOP_LOP_Overhead,0.12338602071010116
Pre-Op_ROM_Pre-Op_ER,0.12076486254306622
PREOP_FOP_Extreme_Pain,0.12065010562635134
Pain_Frequency_Mean,0.11803536352625388
Log_Tear_Area,0.10633378672995154
PREOP_FOP_Activity_Pain,0.09804396202936336
Pre-Op_ROM_Pre-Op_FF,0.08565389809329138
PREOP_LOP_Sleep,0.07793504553339681
PREOP_DIFFICULTY_Behind_Back,0.07535875171893151
PREOP_FOP_Sleep_Pain,0.06060207215616126
