Feature,Importance_Score
Aged,0.33691595447211475
InsuranceType,0.3080210642258293
tear_characteristics_Full,0.3019281354916155
tear_characteristics_Tear_AntPost,0.2922590586932171
Pre-Op_ROM_Pre-Op_IR,0.21212501018800933
Tear_Area_cm2,0.20282125853889368
ER_IR_Ratio,0.1924312589728033
ROM_Deficit_Score,0.16710898319161743
PREOP_Strength_Add,0.16349875142932052
PREOP_Strength_ER,0.14876655560676724
Gender,0.12372163288319812
PREOP_Strength_LO,0.12353697796030269
PREOP_Strength_SS,0.11880412451510172
PREOP_Strength_IR,0.10201304050120197
Tear_AP_ML_Ratio,0.09434254439336935
tear_characteristics_Tear_MedLat,0.09243122288509936
PREOP_DIFFICULTY_Overhead,0.09021870357891794
Pre-Op_ROM_Pre-Op_ER,0.09012379820002553
tear_characteristics_Tear_Thickness,0.0871637217611337
Pain_Frequency_Mean,0.08628499498682682
Pre-Op_ROM_Pre-Op_Abd,0.08354239944547104
PREOP_LOP_Overhead,0.07268464790087589
Log_Tear_Area,0.05497775257894381
PREOP_DIFFICULTY_Behind_Back,0.05251854150635171
PREOP_FOP_Extreme_Pain,0.05190715141663956
Pre-Op_ROM_Pre-Op_FF,0.04767409013303785
PREOP_LOP_Sleep,0.046262853504191875
PREOP_FOP_Sleep_Pain,0.04219667319841109
PREOP_FOP_Activity_Pain,0.04209985829362003
