Feature,Coefficient,Abs_Coefficient,Odds_Ratio
tear_characteristics_Tear_MedLat,1.1931570049191753,1.1931570049191753,3.297474936819455
tear_characteristics_Full_3.0,0.7155141246760064,0.7155141246760064,2.0452379192845616
Tear_Area_cm2,-0.7024562866245937,0.7024562866245937,0.4953670447609324
Tear_AP_ML_Ratio,0.478261374442854,0.478261374442854,1.6132670950701116
InsuranceType_5.0,0.4497170791550736,0.4497170791550736,1.5678685400427732
Aged,0.3983766921567119,0.3983766921567119,1.4894049714204123
tear_characteristics_Full_Missing,0.36971501341665475,0.36971501341665475,1.447322088506903
Gender_M,0.31355088575039186,0.31355088575039186,1.368275086694885
Pre-Op_ROM_Pre-Op_IR,0.3017782940845784,0.3017782940845784,1.3522613891236623
tear_characteristics_Tear_AntPost,0.2574801848494286,0.2574801848494286,1.2936661765362645
ROM_Deficit_Score,0.2543325277068626,0.2543325277068626,1.2896005608944074
Gender_m,-0.23793907745362453,0.23793907745362453,0.7882507118715311
InsuranceType_4.0,0.23443537267918027,0.23443537267918027,1.2641947682747725
InsuranceType_1.0,0.229388376636977,0.229388376636977,1.257830456121238
PREOP_Strength_Add,-0.2034562801660433,0.2034562801660433,0.815905874812285
InsuranceType_Missing,0.20118939729211582,0.20118939729211582,1.2228563555743597
PREOP_Strength_ER,-0.1961174425474993,0.1961174425474993,0.8219157011359539
Gender_f,-0.1840388404452516,0.1840388404452516,0.8319034916971432
PREOP_Strength_SS,0.17759770474499767,0.17759770474499767,1.1943447453506917
tear_characteristics_Full_2.0,0.12913764371714137,0.12913764371714137,1.137846730841092
InsuranceType_3.0,0.1252318515650305,0.1252318515650305,1.1334112057677173
InsuranceType_6.0,0.12262491410003386,0.12262491410003386,1.1304603216884987
PREOP_FOP_Activity_Pain,0.11181033760936164,0.11181033760936164,1.1183007409381367
Pre-Op_ROM_Pre-Op_ER,0.10095157050415828,0.10095157050415828,1.10622306664072
Gender_F ,-0.09343706310947074,0.09343706310947074,0.910795338248881
PREOP_DIFFICULTY_Overhead,-0.09015989064970634,0.09015989064970634,0.9137850679019401
PREOP_Strength_LO,0.0853410117214877,0.0853410117214877,1.089088395289629
Log_Tear_Area,-0.07998815780023458,0.07998815780023458,0.9231272781795445
Pre-Op_ROM_Pre-Op_FF,0.07468585581796902,0.07468585581796902,1.077545593030502
Pain_Frequency_Mean,-0.06229902664668886,0.06229902664668886,0.9396018787797071
PREOP_LOP_Overhead,-0.0602596883483331,0.0602596883483331,0.9415200000606312
Pre-Op_ROM_Pre-Op_Abd,0.049049432953080986,0.049049432953080986,1.0502722675165401
PREOP_FOP_Sleep_Pain,-0.04896590087767598,0.04896590087767598,0.9522135987929017
InsuranceType_2.0,0.033044894502803845,0.033044894502803845,1.033596941020472
PREOP_FOP_Extreme_Pain,0.02657434532979372,0.02657434532979372,1.026930591917244
PREOP_DIFFICULTY_Behind_Back,0.018023608877544183,0.018023608877544183,1.018187014358577
ER_IR_Ratio,-0.017638955410356802,0.017638955410356802,0.9825157003068113
tear_characteristics_Tear_Thickness,-0.010481158827919876,0.010481158827919876,0.9895735771183085
PREOP_LOP_Sleep,-0.008418353525536564,0.008418353525536564,0.9916169815884892
PREOP_Strength_IR,-0.00042504559675479785,0.00042504559675479785,0.9995750447223278
