Feature,Importance_Score
Aged,0.44076911831259286
tear_characteristics_Tear_AntPost,0.35828847932425545
InsuranceType,0.332373554400071
tear_characteristics_Full,0.3092207605037207
Tear_Area_cm2,0.24724472811048068
ER_IR_Ratio,0.2213593227134432
PREOP_Strength_Add,0.20956078327017447
Pre-Op_ROM_Pre-Op_IR,0.2092848256242925
PREOP_Strength_LO,0.18153213487368697
ROM_Deficit_Score,0.17773125918580251
PREOP_Strength_ER,0.154049107651879
PREOP_Strength_SS,0.13812096663948023
Gender,0.13793200076609197
tear_characteristics_Tear_MedLat,0.13589394440034155
PREOP_Strength_IR,0.12671809068661172
tear_characteristics_Tear_Thickness,0.11444352658354368
Pre-Op_ROM_Pre-Op_ER,0.10524564051224523
Pre-Op_ROM_Pre-Op_Abd,0.10405966790854349
Tear_AP_ML_Ratio,0.10316361160929977
PREOP_DIFFICULTY_Overhead,0.09948641668522651
Pain_Frequency_Mean,0.09492756426243322
PREOP_LOP_Overhead,0.08801492584177699
Pre-Op_ROM_Pre-Op_FF,0.07024159631764539
Log_Tear_Area,0.06161582856481627
PREOP_LOP_Sleep,0.061155528402235426
PREOP_FOP_Extreme_Pain,0.06094371234276468
PREOP_DIFFICULTY_Behind_Back,0.06080103228952009
PREOP_FOP_Activity_Pain,0.05034439210510191
PREOP_FOP_Sleep_Pain,0.04624235704781354
