Feature,Importance_Score
tear_characteristics_Tear_AntPost,0.09893721847297206
Aged,0.049138819154820455
tear_characteristics_Full,0.04348419068037806
InsuranceType,0.03724186719722991
Tear_Area_cm2,0.03448385149774223
Log_Tear_Area,0.02922330974284119
ER_IR_Ratio,0.018999170511794214
ROM_Deficit_Score,0.012890730565896742
PREOP_Strength_ER,0.012786862663213244
Tear_AP_ML_Ratio,0.012044427099463177
tear_characteristics_Tear_MedLat,0.011966787186867094
Pre-Op_ROM_Pre-Op_IR,0.010916310678967143
PREOP_Strength_Add,0.010193041907090427
PREOP_LOP_Overhead,0.008706381137548574
Pre-Op_ROM_Pre-Op_Abd,0.007914793964840185
PREOP_Strength_SS,0.007604183190996574
tear_characteristics_Tear_Thickness,0.007530696579246698
PREOP_Strength_LO,0.006949521569389666
Pain_Frequency_Mean,0.006875189810006228
PREOP_FOP_Extreme_Pain,0.006725807456552812
PREOP_Strength_IR,0.006227207162391298
PREOP_DIFFICULTY_Overhead,0.0062186195288602905
PREOP_LOP_Sleep,0.005129313871179542
Pre-Op_ROM_Pre-Op_ER,0.004639883446106105
Pre-Op_ROM_Pre-Op_FF,0.003912644451639924
Gender,0.0038509882726618524
PREOP_DIFFICULTY_Behind_Back,0.003274220895463652
PREOP_FOP_Sleep_Pain,0.0017139769655793845
PREOP_FOP_Activity_Pain,0.0016674313911340553
