Feature,Importance_Score
Aged,0.21740113304602604
InsuranceType,0.205904841101764
tear_characteristics_Full,0.19799824414588388
tear_characteristics_Tear_AntPost,0.19330500566297054
Tear_Area_cm2,0.13786766877298737
Pre-Op_ROM_Pre-Op_IR,0.13645846505306775
PREOP_Strength_ER,0.10306816289762787
ER_IR_Ratio,0.10230667891463546
ROM_Deficit_Score,0.08626595908072056
tear_characteristics_Tear_MedLat,0.07931422952719008
PREOP_Strength_LO,0.07338999562222455
PREOP_Strength_Add,0.07277483754377917
Log_Tear_Area,0.06685816097633825
Gender,0.06294786174984297
tear_characteristics_Tear_Thickness,0.06158340092902362
Tear_AP_ML_Ratio,0.06113021860509251
PREOP_Strength_SS,0.06077444374899494
PREOP_Strength_IR,0.052251852352796446
Pre-Op_ROM_Pre-Op_ER,0.05064785137384934
PREOP_DIFFICULTY_Overhead,0.04697429049909927
Pre-Op_ROM_Pre-Op_Abd,0.046506014449216815
PREOP_LOP_Overhead,0.042319337611324045
Pain_Frequency_Mean,0.039258708386946256
PREOP_FOP_Extreme_Pain,0.033158353820805175
Pre-Op_ROM_Pre-Op_FF,0.032426701536230895
PREOP_DIFFICULTY_Behind_Back,0.030664882993019962
PREOP_LOP_Sleep,0.029392157020792068
PREOP_FOP_Sleep_Pain,0.02123837423742885
PREOP_FOP_Activity_Pain,0.0168867957521428
