Feature,Coefficient,Abs_Coefficient,Odds_Ratio
tear_characteristics_Tear_MedLat,1.1931570049191642,1.1931570049191642,3.2974749368194187
tear_characteristics_Full_3.0,0.7155141246759427,0.7155141246759427,2.0452379192844314
Tear_Area_cm2,-0.7024562866248708,0.7024562866248708,0.4953670447607951
Tear_AP_ML_Ratio,0.47826137444280115,0.47826137444280115,1.6132670950700263
InsuranceType_5.0,0.4497170791551845,0.4497170791551845,1.567868540042947
Aged,0.398376692156966,0.398376692156966,1.4894049714207906
tear_characteristics_Full_nan,0.36971501341641033,0.36971501341641033,1.4473220885065492
Gender_M,0.31355088575040224,0.31355088575040224,1.3682750866948992
Pre-Op_ROM_Pre-Op_IR,0.30177829408457113,0.30177829408457113,1.3522613891236523
tear_characteristics_Tear_AntPost,0.25748018484985563,0.25748018484985563,1.293666176536817
ROM_Deficit_Score,0.25433252770665776,0.25433252770665776,1.2896005608941434
Gender_m,-0.23793907745355866,0.23793907745355866,0.7882507118715829
InsuranceType_4.0,0.23443537267917716,0.23443537267917716,1.2641947682747685
InsuranceType_1.0,0.22938837663693123,0.22938837663693123,1.2578304561211804
PREOP_Strength_Add,-0.2034562801664968,0.2034562801664968,0.8159058748119151
InsuranceType_nan,0.2011893972922129,0.2011893972922129,1.2228563555744782
PREOP_Strength_ER,-0.19611744254751456,0.19611744254751456,0.8219157011359414
Gender_f,-0.18403884044524046,0.18403884044524046,0.8319034916971524
PREOP_Strength_SS,0.17759770474487027,0.17759770474487027,1.1943447453505396
tear_characteristics_Full_2.0,0.1291376437166896,0.1291376437166896,1.137846730840578
InsuranceType_3.0,0.12523185156523844,0.12523185156523844,1.1334112057679528
InsuranceType_6.0,0.1226249141000687,0.1226249141000687,1.1304603216885383
PREOP_FOP_Activity_Pain,0.11181033760930828,0.11181033760930828,1.118300740938077
Pre-Op_ROM_Pre-Op_ER,0.10095157050391014,0.10095157050391014,1.1062230666404456
Gender_F ,-0.0934370631094553,0.0934370631094553,0.9107953382488951
PREOP_DIFFICULTY_Overhead,-0.09015989064958076,0.09015989064958076,0.9137850679020549
PREOP_Strength_LO,0.08534101172129695,0.08534101172129695,1.0890883952894215
Log_Tear_Area,-0.07998815780055628,0.07998815780055628,0.9231272781792476
Pre-Op_ROM_Pre-Op_FF,0.07468585581728125,0.07468585581728125,1.077545593029761
Pain_Frequency_Mean,-0.06229902664692733,0.06229902664692733,0.9396018787794831
PREOP_LOP_Overhead,-0.06025968834838023,0.06025968834838023,0.9415200000605868
Pre-Op_ROM_Pre-Op_Abd,0.04904943295317761,0.04904943295317761,1.0502722675166416
PREOP_FOP_Sleep_Pain,-0.048965900877835755,0.048965900877835755,0.9522135987927496
InsuranceType_2.0,0.033044894502804366,0.033044894502804366,1.0335969410204724
PREOP_FOP_Extreme_Pain,0.026574345329710383,0.026574345329710383,1.0269305919171585
PREOP_DIFFICULTY_Behind_Back,0.01802360887741315,0.01802360887741315,1.0181870143584435
ER_IR_Ratio,-0.017638955410328783,0.017638955410328783,0.9825157003068389
tear_characteristics_Tear_Thickness,-0.010481158827907922,0.010481158827907922,0.9895735771183204
PREOP_LOP_Sleep,-0.00841835352566523,0.00841835352566523,0.9916169815883616
PREOP_Strength_IR,-0.000425045596647529,0.000425045596647529,0.9995750447224351
