Feature,Importance_Score
InsuranceType,0.18500683291683215
tear_characteristics_Full,0.17987331000288473
Aged,0.1712358582854584
tear_characteristics_Tear_AntPost,0.16449409846993981
Pre-Op_ROM_Pre-Op_IR,0.12446105643833727
Tear_Area_cm2,0.092735227717085
ER_IR_Ratio,0.07558739514818136
PREOP_Strength_ER,0.06847487525933466
Gender,0.06811406567825982
ROM_Deficit_Score,0.058666863787304666
tear_characteristics_Tear_MedLat,0.054978387581834876
Log_Tear_Area,0.05240344132300859
PREOP_Strength_Add,0.04939870753864292
PREOP_Strength_LO,0.04645448310214065
Pre-Op_ROM_Pre-Op_ER,0.04612715678325858
Tear_AP_ML_Ratio,0.04228330921450829
PREOP_DIFFICULTY_Overhead,0.04201254560776083
PREOP_Strength_SS,0.039890536001251746
tear_characteristics_Tear_Thickness,0.038751194913765295
PREOP_LOP_Overhead,0.03484986923304829
Pre-Op_ROM_Pre-Op_Abd,0.03170546774829709
PREOP_Strength_IR,0.03081841205878707
Pain_Frequency_Mean,0.030391881165065974
PREOP_FOP_Extreme_Pain,0.029052178453186205
Pre-Op_ROM_Pre-Op_FF,0.02468719463199895
PREOP_DIFFICULTY_Behind_Back,0.023200769212342622
PREOP_FOP_Sleep_Pain,0.02105148051780347
PREOP_FOP_Activity_Pain,0.019722369478194165
PREOP_LOP_Sleep,0.01780800098150019
