Feature,Importance_Score
tear_characteristics_Full,0.16144815764011441
tear_characteristics_Tear_AntPost,0.13981497763734457
Aged,0.11254077918902461
InsuranceType,0.10837435341160337
Tear_Area_cm2,0.08007687088981073
Pre-Op_ROM_Pre-Op_IR,0.07355217377754233
Log_Tear_Area,0.048550375543133
ER_IR_Ratio,0.04349672176670062
PREOP_Strength_ER,0.04091694713489948
tear_characteristics_Tear_MedLat,0.035732949254719176
ROM_Deficit_Score,0.034398352999016564
Tear_AP_ML_Ratio,0.032550920923577406
PREOP_Strength_LO,0.03128011179662363
tear_characteristics_Tear_Thickness,0.03014416112922167
PREOP_Strength_SS,0.029648328554166863
PREOP_Strength_Add,0.027896122310511504
Gender,0.025035523847349153
Pre-Op_ROM_Pre-Op_ER,0.024704636076073393
Pain_Frequency_Mean,0.02449150621185391
PREOP_LOP_Overhead,0.020008580895547155
Pre-Op_ROM_Pre-Op_Abd,0.019605873337834024
PREOP_Strength_IR,0.017462365313332232
PREOP_FOP_Extreme_Pain,0.01669047933217172
PREOP_DIFFICULTY_Overhead,0.015789399120390134
PREOP_DIFFICULTY_Behind_Back,0.01571021626455722
PREOP_FOP_Sleep_Pain,0.01195394480047649
PREOP_LOP_Sleep,0.011294593414617447
Pre-Op_ROM_Pre-Op_FF,0.010266451394917001
PREOP_FOP_Activity_Pain,0.008010061618191235
