Feature,Importance_Score
Aged,0.37311706514490645
tear_characteristics_Full,0.3532238728520845
tear_characteristics_Tear_AntPost,0.3470233939008854
InsuranceType,0.3101266677677734
Tear_Area_cm2,0.25935272102547235
Pre-Op_ROM_Pre-Op_IR,0.1589968706668532
PREOP_Strength_ER,0.14753964829029903
PREOP_Strength_Add,0.1459924670045563
ER_IR_Ratio,0.14181178593553562
PREOP_Strength_LO,0.130838017002275
ROM_Deficit_Score,0.13023039881650125
PREOP_Strength_IR,0.1193102688901071
PREOP_Strength_SS,0.11623100553704137
tear_characteristics_Tear_Thickness,0.10775409835432367
tear_characteristics_Tear_MedLat,0.10654001223524673
Tear_AP_ML_Ratio,0.09607448210334528
Gender,0.09340579699195686
Pain_Frequency_Mean,0.07697341475615853
Pre-Op_ROM_Pre-Op_ER,0.07455915163526249
PREOP_LOP_Overhead,0.07144965616304476
Pre-Op_ROM_Pre-Op_Abd,0.07004883829683213
Log_Tear_Area,0.06716224191680559
PREOP_LOP_Sleep,0.05228852168788114
Pre-Op_ROM_Pre-Op_FF,0.04863871971024767
PREOP_DIFFICULTY_Behind_Back,0.04764006315384128
PREOP_DIFFICULTY_Overhead,0.046370571124933355
PREOP_FOP_Extreme_Pain,0.04561899728785215
PREOP_FOP_Activity_Pain,0.02652108866240588
PREOP_FOP_Sleep_Pain,0.025397600828461944
