Feature,Importance_Score
tear_characteristics_Full,0.5940587434558261
InsuranceType,0.5278438946309846
Aged,0.48658648421671336
Tear_Area_cm2,0.41702966679089293
tear_characteristics_Tear_AntPost,0.4065158618634603
Pre-Op_ROM_Pre-Op_IR,0.36308760811654733
ROM_Deficit_Score,0.2882562526664008
PREOP_Strength_ER,0.2735069758930766
ER_IR_Ratio,0.2715489576036849
PREOP_Strength_Add,0.24028506273550573
Gender,0.22785709633664966
PREOP_Strength_LO,0.22041449407949731
PREOP_Strength_SS,0.20440136861845223
tear_characteristics_Tear_Thickness,0.17154091042317565
Pain_Frequency_Mean,0.16276896719583095
Tear_AP_ML_Ratio,0.1609535886662479
PREOP_Strength_IR,0.16018242532518417
tear_characteristics_Tear_MedLat,0.1522651363001054
Pre-Op_ROM_Pre-Op_Abd,0.15099572922731197
PREOP_DIFFICULTY_Overhead,0.1431260125137712
Pre-Op_ROM_Pre-Op_ER,0.1382645125666009
PREOP_LOP_Overhead,0.13669990661641937
PREOP_LOP_Sleep,0.09689250485117595
PREOP_DIFFICULTY_Behind_Back,0.07713464229886974
Pre-Op_ROM_Pre-Op_FF,0.06610484811608909
PREOP_FOP_Activity_Pain,0.06068544395673791
PREOP_FOP_Extreme_Pain,0.05980015964944788
Log_Tear_Area,0.05604831871373101
PREOP_FOP_Sleep_Pain,0.040436538791657387
