Feature,Coefficient,Abs_Coefficient,Odds_Ratio
tear_characteristics_Tear_MedLat,1.1931570049202418,1.1931570049202418,3.297474936822972
tear_characteristics_Full_3.0,0.7155141246764077,0.7155141246764077,2.0452379192853827
Tear_Area_cm2,-0.7024562866266637,0.7024562866266637,0.49536704475990695
Tear_AP_ML_Ratio,0.4782613744425338,0.4782613744425338,1.613267095069595
InsuranceType_5.0,0.4497170791554471,0.4497170791554471,1.567868540043359
Aged,0.39837669215758614,0.39837669215758614,1.4894049714217144
tear_characteristics_Full_nan,0.3697150134161194,0.3697150134161194,1.447322088506128
Gender_M,0.3135508857503899,0.3135508857503899,1.3682750866948823
Pre-Op_ROM_Pre-Op_IR,0.30177829408460477,0.30177829408460477,1.3522613891236979
tear_characteristics_Tear_AntPost,0.25748018485235286,0.25748018485235286,1.2936661765400475
ROM_Deficit_Score,0.2543325277063253,0.2543325277063253,1.2896005608937147
Gender_m,-0.23793907745351572,0.23793907745351572,0.7882507118716168
InsuranceType_4.0,0.23443537267918177,0.23443537267918177,1.2641947682747743
InsuranceType_1.0,0.22938837663683567,0.22938837663683567,1.25783045612106
PREOP_Strength_Add,-0.20345628016770254,0.20345628016770254,0.8159058748109314
InsuranceType_nan,0.20118939729244203,0.20118939729244203,1.2228563555747585
PREOP_Strength_ER,-0.19611744254753913,0.19611744254753913,0.8219157011359212
Gender_f,-0.1840388404452178,0.1840388404452178,0.8319034916971713
PREOP_Strength_SS,0.17759770474456577,0.17759770474456577,1.1943447453501759
tear_characteristics_Full_2.0,0.1291376437161906,0.1291376437161906,1.1378467308400102
InsuranceType_3.0,0.1252318515657769,0.1252318515657769,1.1334112057685632
InsuranceType_6.0,0.12262491410016464,0.12262491410016464,1.1304603216886466
PREOP_FOP_Activity_Pain,0.11181033760919062,0.11181033760919062,1.1183007409379455
Pre-Op_ROM_Pre-Op_ER,0.10095157050340615,0.10095157050340615,1.106223066639888
Gender_F ,-0.09343706310946796,0.09343706310946796,0.9107953382488836
PREOP_DIFFICULTY_Overhead,-0.09015989064928674,0.09015989064928674,0.9137850679023235
PREOP_Strength_LO,0.08534101172083015,0.08534101172083015,1.089088395288913
Log_Tear_Area,-0.0799881578028288,0.0799881578028288,0.9231272781771498
Pre-Op_ROM_Pre-Op_FF,0.07468585581572304,0.07468585581572304,1.077545593028082
Pain_Frequency_Mean,-0.062299026647595915,0.062299026647595915,0.9396018787788548
PREOP_LOP_Overhead,-0.06025968834851261,0.06025968834851261,0.9415200000604622
Pre-Op_ROM_Pre-Op_Abd,0.049049432953539196,0.049049432953539196,1.0502722675170215
PREOP_FOP_Sleep_Pain,-0.04896590087821861,0.04896590087821861,0.952213598792385
InsuranceType_2.0,0.033044894502809626,0.033044894502809626,1.033596941020478
PREOP_FOP_Extreme_Pain,0.02657434532958402,0.02657434532958402,1.0269305919170286
PREOP_DIFFICULTY_Behind_Back,0.018023608877127457,0.018023608877127457,1.0181870143581526
ER_IR_Ratio,-0.01763895541019653,0.01763895541019653,0.9825157003069688
tear_characteristics_Tear_Thickness,-0.01048115882785387,0.01048115882785387,0.9895735771183738
PREOP_LOP_Sleep,-0.008418353525946201,0.008418353525946201,0.9916169815880831
PREOP_Strength_IR,-0.0004250455963181496,0.0004250455963181496,0.9995750447227643
