Feature,Importance_Score
tear_characteristics_Tear_AntPost,0.447196250311686
tear_characteristics_Full,0.4275447144589898
Aged,0.42663593355708473
InsuranceType,0.3309844456493557
Tear_Area_cm2,0.28402655950649713
Pre-Op_ROM_Pre-Op_IR,0.19127300003333897
PREOP_Strength_Add,0.1455408059275085
PREOP_Strength_ER,0.14480477868958402
PREOP_Strength_LO,0.13357911510950418
ER_IR_Ratio,0.12536373377210822
Tear_AP_ML_Ratio,0.12301953007505287
ROM_Deficit_Score,0.11767206165341022
tear_characteristics_Tear_Thickness,0.1131523506820568
tear_characteristics_Tear_MedLat,0.1029112788151921
Log_Tear_Area,0.10215627058438234
PREOP_Strength_SS,0.09895314524541114
Pain_Frequency_Mean,0.09642818859714648
Pre-Op_ROM_Pre-Op_ER,0.09221688161037182
Pre-Op_ROM_Pre-Op_Abd,0.08600919007916975
Gender,0.08444931205128751
PREOP_Strength_IR,0.07841937669126296
PREOP_LOP_Overhead,0.07646339327814601
PREOP_DIFFICULTY_Behind_Back,0.05156173870594438
PREOP_DIFFICULTY_Overhead,0.05043461451969304
PREOP_LOP_Sleep,0.04964714794311512
Pre-Op_ROM_Pre-Op_FF,0.045534545336866586
PREOP_FOP_Activity_Pain,0.034235237885388715
PREOP_FOP_Extreme_Pain,0.026463016381140084
PREOP_FOP_Sleep_Pain,0.01947451715083811
