Feature,Importance_Score
tear_characteristics_Tear_AntPost,0.36270040139432763
Aged,0.3480086032066689
tear_characteristics_Full,0.30342031762278965
InsuranceType,0.29880352446469516
Pre-Op_ROM_Pre-Op_IR,0.2081223833570705
Tear_Area_cm2,0.20656589932735167
ER_IR_Ratio,0.19048405744833435
PREOP_Strength_Add,0.1841008241087429
PREOP_Strength_LO,0.14427069161481987
ROM_Deficit_Score,0.14051368641204068
PREOP_Strength_ER,0.1376484161281115
PREOP_Strength_SS,0.13031405503534077
tear_characteristics_Tear_Thickness,0.12222296871817664
Gender,0.11574154669697195
PREOP_Strength_IR,0.11267932238094885
tear_characteristics_Tear_MedLat,0.10686624124242934
Tear_AP_ML_Ratio,0.09040629437564317
Pre-Op_ROM_Pre-Op_Abd,0.08855368049171884
Log_Tear_Area,0.08734722769049164
Pre-Op_ROM_Pre-Op_ER,0.08561878578176105
PREOP_LOP_Overhead,0.07713584277837446
PREOP_DIFFICULTY_Overhead,0.07038286227243695
Pre-Op_ROM_Pre-Op_FF,0.06907184870714507
Pain_Frequency_Mean,0.06392566775523013
PREOP_LOP_Sleep,0.06340872354208023
PREOP_FOP_Extreme_Pain,0.05131634247035483
PREOP_DIFFICULTY_Behind_Back,0.042993897494880175
PREOP_FOP_Sleep_Pain,0.034928768810505426
PREOP_FOP_Activity_Pain,0.028533870849565227
