Feature,Importance_Score
InsuranceType,0.40799355137568183
Aged,0.3834819662116807
tear_characteristics_Full,0.3371383041040254
ER_IR_Ratio,0.28990225595807606
tear_characteristics_Tear_AntPost,0.28418839341096686
Pre-Op_ROM_Pre-Op_IR,0.27200313045567726
Tear_Area_cm2,0.25119330217097874
PREOP_Strength_Add,0.2167136436852676
PREOP_Strength_ER,0.20795755126468934
ROM_Deficit_Score,0.20027754317494373
tear_characteristics_Tear_Thickness,0.16697673616630607
Gender,0.1603632950783187
PREOP_Strength_SS,0.15317938118925167
PREOP_Strength_LO,0.1529980969593163
Log_Tear_Area,0.143222307432564
PREOP_Strength_IR,0.12105902252674351
Pre-Op_ROM_Pre-Op_Abd,0.12078402551187774
Pre-Op_ROM_Pre-Op_ER,0.11828579753084022
Tear_AP_ML_Ratio,0.11346335776317404
PREOP_DIFFICULTY_Overhead,0.11199066686396701
PREOP_LOP_Overhead,0.10287266829823247
Pain_Frequency_Mean,0.1027238463485218
PREOP_DIFFICULTY_Behind_Back,0.09677011475497412
PREOP_FOP_Extreme_Pain,0.09170904340966428
Pre-Op_ROM_Pre-Op_FF,0.08791727073843021
tear_characteristics_Tear_MedLat,0.0815237055542266
PREOP_FOP_Sleep_Pain,0.07658051702585604
PREOP_LOP_Sleep,0.058945644630092525
PREOP_FOP_Activity_Pain,0.05296572065027477
