Feature,Importance_Score
Aged,0.28093017684038535
tear_characteristics_Tear_AntPost,0.27648654961164343
tear_characteristics_Full,0.26686336170725977
InsuranceType,0.2567593693466012
Tear_Area_cm2,0.19989263708277594
Pre-Op_ROM_Pre-Op_IR,0.1750411076798865
ER_IR_Ratio,0.13743436963060707
PREOP_Strength_ER,0.1288005438773991
ROM_Deficit_Score,0.128408133560357
tear_characteristics_Tear_Thickness,0.12214613576916795
Gender,0.11203684149889144
PREOP_Strength_Add,0.1120261742892765
PREOP_Strength_LO,0.1005112497422577
PREOP_Strength_SS,0.09135986114050114
PREOP_Strength_IR,0.08776767508768553
tear_characteristics_Tear_MedLat,0.07811598600288451
Pre-Op_ROM_Pre-Op_ER,0.07790296096535454
Tear_AP_ML_Ratio,0.0677661964520516
Pre-Op_ROM_Pre-Op_Abd,0.061333633721328565
Pain_Frequency_Mean,0.05880461634549681
PREOP_DIFFICULTY_Overhead,0.051858531921834726
PREOP_LOP_Overhead,0.04750520734170733
PREOP_FOP_Extreme_Pain,0.042888968963720873
PREOP_DIFFICULTY_Behind_Back,0.040786758620560984
Pre-Op_ROM_Pre-Op_FF,0.039898139229566316
Log_Tear_Area,0.03534346221468464
PREOP_LOP_Sleep,0.034013630868972015
PREOP_FOP_Activity_Pain,0.02727759751134535
PREOP_FOP_Sleep_Pain,0.024688510531087362
