Feature,Importance_Score
InsuranceType,0.28630919016095857
tear_characteristics_Full,0.2813765003796149
Aged,0.2784164062334171
tear_characteristics_Tear_AntPost,0.2653516542999185
Tear_Area_cm2,0.18812339476456702
Pre-Op_ROM_Pre-Op_IR,0.1804138363485404
ER_IR_Ratio,0.1489550463950485
PREOP_Strength_Add,0.12769724030403606
ROM_Deficit_Score,0.1261069996263655
PREOP_Strength_ER,0.12202203222346977
Gender,0.10536928552068062
PREOP_Strength_LO,0.10077105053492222
Tear_AP_ML_Ratio,0.08913925349817675
PREOP_Strength_SS,0.08831112936888069
tear_characteristics_Tear_Thickness,0.08093477546165424
PREOP_Strength_IR,0.07756698681042948
Pre-Op_ROM_Pre-Op_ER,0.07681971157212504
Pre-Op_ROM_Pre-Op_Abd,0.07561690099060828
tear_characteristics_Tear_MedLat,0.07316551995862694
PREOP_DIFFICULTY_Overhead,0.06396286425818744
Log_Tear_Area,0.06285691449293618
Pain_Frequency_Mean,0.06274860718832155
PREOP_LOP_Overhead,0.05538133572840053
PREOP_FOP_Extreme_Pain,0.045122299280328605
Pre-Op_ROM_Pre-Op_FF,0.04327773257873303
PREOP_DIFFICULTY_Behind_Back,0.042923299728900605
PREOP_LOP_Sleep,0.04218001973909961
PREOP_FOP_Activity_Pain,0.029239020599822467
PREOP_FOP_Sleep_Pain,0.02734508791616916
