Feature,Importance_Score
tear_characteristics_Full,0.32841225611499325
InsuranceType,0.3143886172775945
Aged,0.29985887892310586
tear_characteristics_Tear_AntPost,0.2639010974953825
Pre-Op_ROM_Pre-Op_IR,0.19192156643104497
Tear_Area_cm2,0.1830542157132955
PREOP_Strength_ER,0.14905799768504527
ROM_Deficit_Score,0.1470249731308717
ER_IR_Ratio,0.14540945434202693
PREOP_Strength_Add,0.12384857118597643
PREOP_Strength_LO,0.11363022487326589
Gender,0.107858938167478
Tear_AP_ML_Ratio,0.09734469363285617
PREOP_Strength_SS,0.0930973444971952
tear_characteristics_Tear_MedLat,0.09151743615217924
Pre-Op_ROM_Pre-Op_Abd,0.08467528673791266
tear_characteristics_Tear_Thickness,0.08402562744664922
PREOP_Strength_IR,0.08138474374401602
Pre-Op_ROM_Pre-Op_ER,0.07356478740883991
Pain_Frequency_Mean,0.07066818163692115
PREOP_DIFFICULTY_Overhead,0.06870348801364282
PREOP_LOP_Overhead,0.06301040272226616
PREOP_DIFFICULTY_Behind_Back,0.049933861236355834
Log_Tear_Area,0.04773342375895819
PREOP_FOP_Extreme_Pain,0.045897741449613706
Pre-Op_ROM_Pre-Op_FF,0.04256642983040375
PREOP_LOP_Sleep,0.04089616259801948
PREOP_FOP_Sleep_Pain,0.03651683868472064
PREOP_FOP_Activity_Pain,0.035825249081641586
