Feature,Importance_Score
Aged,0.22251125227721613
InsuranceType,0.20819502849271296
tear_characteristics_Full,0.197531887540606
tear_characteristics_Tear_AntPost,0.190713500960979
Tear_Area_cm2,0.17096787225282653
Pre-Op_ROM_Pre-Op_IR,0.13873675780759195
ER_IR_Ratio,0.12050471619325519
ROM_Deficit_Score,0.10817819443687776
PREOP_Strength_Add,0.10293984938771941
PREOP_Strength_ER,0.09152403710747889
PREOP_Strength_LO,0.08168471576006484
tear_characteristics_Tear_MedLat,0.08044932322045241
tear_characteristics_Tear_Thickness,0.07793152448474878
PREOP_Strength_SS,0.07374050534662169
Gender,0.06872660276640599
PREOP_Strength_IR,0.06750775633975474
Pre-Op_ROM_Pre-Op_ER,0.06137823979606942
Tear_AP_ML_Ratio,0.057511448968951814
Pre-Op_ROM_Pre-Op_Abd,0.05552611506627088
Log_Tear_Area,0.05411754745590931
PREOP_DIFFICULTY_Overhead,0.05329185493744509
Pain_Frequency_Mean,0.048996296636551
PREOP_LOP_Overhead,0.048113847311334536
PREOP_LOP_Sleep,0.035565317363640825
PREOP_FOP_Extreme_Pain,0.03480169036794298
Pre-Op_ROM_Pre-Op_FF,0.034403746548540684
PREOP_DIFFICULTY_Behind_Back,0.03375293016068582
PREOP_FOP_Sleep_Pain,0.02441185825389282
PREOP_FOP_Activity_Pain,0.02133741200016761
