Feature,Importance_Score
tear_characteristics_Full,0.24975871003798586
tear_characteristics_Tear_AntPost,0.21745579468878795
Aged,0.20292643858896187
InsuranceType,0.19877210302844114
Pre-Op_ROM_Pre-Op_IR,0.133526114424266
Tear_Area_cm2,0.1255869183608275
ER_IR_Ratio,0.08467853826377555
PREOP_Strength_ER,0.08105660990153095
ROM_Deficit_Score,0.07715024429605878
tear_characteristics_Tear_Thickness,0.07510203771665024
tear_characteristics_Tear_MedLat,0.06817363687730592
Log_Tear_Area,0.06705459192460474
PREOP_Strength_Add,0.06550629305313116
Gender,0.0652546174179601
PREOP_Strength_LO,0.05804144513173237
Tear_AP_ML_Ratio,0.05655843384435478
PREOP_Strength_SS,0.05342812143785688
PREOP_Strength_IR,0.04469039300650367
PREOP_LOP_Overhead,0.038430490229029377
Pre-Op_ROM_Pre-Op_Abd,0.0380456132344307
Pain_Frequency_Mean,0.037128025525870634
Pre-Op_ROM_Pre-Op_ER,0.03655619671148917
PREOP_DIFFICULTY_Overhead,0.033158615018024605
PREOP_FOP_Extreme_Pain,0.024887130172680745
PREOP_LOP_Sleep,0.023439834131033777
PREOP_DIFFICULTY_Behind_Back,0.022963876067188176
Pre-Op_ROM_Pre-Op_FF,0.022877059840277526
PREOP_FOP_Sleep_Pain,0.015011165575528203
PREOP_FOP_Activity_Pain,0.011677828588886802
